Customer ID,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing
6980-CDGFC,Q3,Yes,5,67,Offer A,Yes,7.91,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
7691-XVTZH,Q3,Yes,5,68,Offer A,Yes,28.36,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes
2520-SGTTA,Q3,Yes,4,10,Offer E,Yes,20.05,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
1088-CNNKB,Q3,Yes,9,63,None,Yes,34.02,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No
1930-BZLHI,Q3,No,0,21,None,Yes,22.53,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
5868-YTYKS,Q3,No,0,1,Offer E,Yes,47.25,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
3525-DVKFN,Q3,No,0,17,Offer D,Yes,30.07,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
1482-OXZSY,Q3,No,0,30,Offer C,Yes,17.26,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
0377-JBKKT,Q3,Yes,9,22,Offer D,Yes,42.58,No,Yes,DSL,82,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes
5778-BVOFB,Q3,No,0,9,Offer E,Yes,39.19,No,Yes,Cable,20,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes
3373-YZZYM,Q3,Yes,10,1,None,Yes,32.78,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
0228-MAUWC,Q3,No,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No
7663-YJHSN,Q3,Yes,10,72,Offer A,Yes,44.27,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes
4915-BFSXL,Q3,Yes,9,70,Offer A,Yes,22.67,Yes,Yes,DSL,29,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No
3086-RUCRN,Q3,No,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
5215-LNLDJ,Q3,Yes,3,7,None,No,0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes
0257-KXZGU,Q3,Yes,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No
1307-ATKGB,Q3,No,0,24,None,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes
3714-XPXBW,Q3,No,0,37,None,Yes,42.41,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes
1850-AKQEP,Q3,No,0,8,None,Yes,14.37,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
2824-DXNKN,Q3,Yes,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes
0848-ZGQIJ,Q3,Yes,3,16,Offer D,Yes,10.5,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
3621-CHYVB,Q3,Yes,2,57,None,No,0,No,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
8042-RNLKO,Q3,No,0,66,Offer A,Yes,32.22,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No
5372-FBKBN,Q3,No,0,21,Offer D,Yes,8.68,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
0420-TXVSG,Q3,Yes,9,66,Offer A,Yes,37.71,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes
6217-TOWGS,Q3,Yes,5,17,Offer D,Yes,7.6,Yes,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
1045-LTCYT,Q3,Yes,5,8,None,Yes,43.05,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
1544-JJMYL,Q3,No,0,27,None,Yes,36.39,No,Yes,DSL,26,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No
4636-JGAAI,Q3,Yes,10,34,None,Yes,13.97,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No
6874-SGLHU,Q3,No,0,30,None,Yes,12.17,No,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes
5951-AOFIH,Q3,No,0,33,None,Yes,45.72,No,Yes,Cable,51,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes
3059-NGMXB,Q3,Yes,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No
8652-YHIYU,Q3,No,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69,No,No,No,Yes,No,No,No,Yes,One Year,Yes
5278-PNYOX,Q3,No,0,49,None,Yes,11.11,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
3486-HOOGQ,Q3,Yes,3,70,Offer A,Yes,8.36,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No
5061-PBXFW,Q3,Yes,3,32,None,Yes,46.66,No,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No
8630-FJLIB,Q3,No,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
3891-NLXJB,Q3,No,0,37,None,No,0,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes
4749-OJKQU,Q3,No,0,4,None,Yes,23.5,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
0577-WHMEV,Q3,Yes,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No
5453-AXEPF,Q3,Yes,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
3639-XJHKQ,Q3,No,0,19,Offer D,Yes,36.48,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes
3716-LRGXK,Q3,No,0,60,None,Yes,10.05,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No
2263-SFSQZ,Q3,Yes,7,51,None,Yes,16.85,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
9950-MTGYX,Q3,Yes,8,28,None,Yes,19.18,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
3397-AVTKU,Q3,No,0,43,None,Yes,21.64,No,Yes,DSL,13,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes
4825-FUREZ,Q3,Yes,10,42,None,Yes,45.75,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
2672-OJQZP,Q3,No,0,1,None,Yes,40.87,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No
3134-DSHVC,Q3,No,0,63,None,Yes,23.62,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No
7821-DPRQE,Q3,Yes,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
2001-EWBQU,Q3,No,0,60,None,Yes,35.47,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No
6695-AMZUF,Q3,No,0,70,Offer A,Yes,31.15,No,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
8410-BGQXN,Q3,No,0,4,None,Yes,22.54,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
1619-YWUBB,Q3,Yes,2,68,Offer A,Yes,26.64,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
7611-YKYTC,Q3,Yes,1,22,Offer D,Yes,38.82,No,Yes,Fiber Optic,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No
0365-GXEZS,Q3,Yes,6,18,Offer D,Yes,31.79,No,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No
0082-OQIQY,Q3,No,0,29,None,Yes,2.05,No,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes
3606-SBKRY,Q3,No,0,31,None,No,0,No,Yes,DSL,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes
0667-NSRGI,Q3,Yes,3,48,None,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes
6893-ODYYE,Q3,No,0,50,None,Yes,15.37,No,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes
8242-JSVBO,Q3,No,0,7,None,Yes,26.76,No,Yes,DSL,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
9541-ZPSEA,Q3,Yes,8,68,Offer A,Yes,24.08,No,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Two Year,No
1139-WUOAH,Q3,No,0,57,None,No,0,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No
4693-VWVBO,Q3,No,0,3,None,Yes,40.98,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
6937-GCDGQ,Q3,Yes,1,19,Offer D,Yes,11.75,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,One Year,Yes
0988-JRWWP,Q3,No,0,3,None,Yes,41.38,No,Yes,DSL,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes
5075-JSDKI,Q3,No,0,59,Offer B,Yes,41.23,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8644-XYTSV,Q3,Yes,1,42,Offer B,No,0,No,Yes,DSL,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes
3873-WOSBC,Q3,Yes,1,67,Offer A,Yes,11.74,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
7465-ZZRVX,Q3,No,0,1,None,Yes,14.42,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes
7975-JMZNT,Q3,Yes,1,66,Offer A,Yes,23.27,Yes,Yes,DSL,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
7251-XFOIL,Q3,No,0,61,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No
4116-IQRFR,Q3,Yes,1,4,Offer E,Yes,16.68,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No
8259-DZLIZ,Q3,Yes,10,64,Offer B,Yes,17.07,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,One Year,Yes
7853-WNZSY,Q3,No,0,1,Offer E,Yes,1.61,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
3120-FAZKD,Q3,Yes,7,54,Offer B,Yes,41.58,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
8606-OEGQZ,Q3,No,0,18,Offer D,Yes,30.22,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
0225-ZORZP,Q3,No,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No
9489-JMTTN,Q3,Yes,1,72,Offer A,Yes,15.58,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
0967-BMLBD,Q3,Yes,8,11,Offer D,Yes,49.19,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
2830-LEWOA,Q3,Yes,3,61,Offer B,Yes,43.08,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No
5006-MXVRN,Q3,No,0,39,None,Yes,29.79,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8327-WKMIE,Q3,No,0,37,None,Yes,34.37,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6917-FIJHC,Q3,Yes,8,72,Offer A,Yes,26.98,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
7797-EJMDP,Q3,No,0,8,Offer E,Yes,33.54,No,Yes,DSL,14,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No
3530-VWVGU,Q3,Yes,2,22,Offer D,Yes,49.51,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
6368-NWMCE,Q3,No,0,38,None,Yes,21.19,Yes,Yes,DSL,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No
3633-CDBUW,Q3,No,0,17,None,Yes,45.92,No,Yes,DSL,73,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No
3956-MGXOG,Q3,No,0,28,None,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes
9274-UARKJ,Q3,No,0,15,None,Yes,10.43,No,Yes,Fiber Optic,29,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes
4077-HWUYD,Q3,Yes,1,72,None,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
0103-CSITQ,Q3,Yes,10,57,Offer B,Yes,8.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
8671-KKKOS,Q3,Yes,3,46,Offer B,No,0,No,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No
7305-ZWMAJ,Q3,Yes,2,30,None,Yes,22.89,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6578-KRMAW,Q3,No,0,32,None,Yes,46.33,No,Yes,Fiber Optic,85,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes
4860-IJUDE,Q3,No,0,13,None,Yes,30.06,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes
9688-YGXVR,Q3,No,0,44,Offer B,Yes,32.83,No,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes
1945-XISKS,Q3,Yes,4,67,None,Yes,33.01,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
5360-LJCNJ,Q3,Yes,4,71,None,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes
2607-FBDFF,Q3,No,0,1,None,Yes,49.19,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No
1100-DDVRV,Q3,Yes,1,17,None,No,0,No,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
6728-WYQBC,Q3,No,0,1,Offer E,Yes,2.29,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
7216-KAOID,Q3,Yes,8,41,Offer B,Yes,39.53,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
6145-NNPNO,Q3,No,0,1,Offer E,Yes,9.82,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No
5339-TJFEK,Q3,Yes,8,62,Offer B,Yes,14.75,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes
2074-GUHPQ,Q3,No,0,17,None,Yes,49.78,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes
4625-XMOYM,Q3,Yes,8,72,None,Yes,2.57,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
5827-MWCZK,Q3,Yes,4,56,Offer B,Yes,23.52,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes
1385-TQOZW,Q3,No,0,9,Offer E,Yes,45.99,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
5914-XRFQB,Q3,No,0,72,None,Yes,43.12,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
4329-YPDDQ,Q3,No,0,20,None,Yes,16.05,No,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
4804-NCPET,Q3,Yes,3,19,None,Yes,31.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
5944-UGLLK,Q3,No,0,53,Offer B,No,0,No,Yes,Cable,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No
7787-BNTZM,Q3,No,0,6,None,Yes,6.93,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
2252-ISRNH,Q3,Yes,9,9,Offer E,Yes,30.46,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes
9415-TPKRV,Q3,Yes,1,8,Offer E,Yes,12.41,Yes,Yes,DSL,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No
5322-TEUJK,Q3,Yes,5,71,None,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
1866-DIOQZ,Q3,Yes,10,71,None,No,0,No,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No
8375-KVTHK,Q3,Yes,1,68,None,Yes,49.51,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes
2697-NQBPF,Q3,No,0,34,None,Yes,28,Yes,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
3709-OIJEA,Q3,No,0,26,None,Yes,29.72,No,Yes,Fiber Optic,11,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes
1386-ZIKUV,Q3,No,0,7,Offer E,Yes,33.18,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
0599-XNYDO,Q3,No,0,20,None,Yes,43.49,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
6377-WHAOX,Q3,Yes,5,60,Offer B,Yes,9.98,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes
6855-VLGOS,Q3,Yes,5,72,None,Yes,37.11,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8746-OQQRW,Q3,No,0,4,Offer E,Yes,3.69,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
3181-MIZBN,Q3,Yes,2,16,None,Yes,31.99,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
7766-CLTIC,Q3,No,0,10,None,Yes,8.35,No,Yes,Cable,29,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
5650-YLIBA,Q3,No,0,31,None,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes
0825-CPPQH,Q3,Yes,2,71,None,Yes,39.44,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
9084-OAYKL,Q3,No,0,58,Offer B,Yes,49.02,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
6122-LJADA,Q3,Yes,7,70,None,Yes,2.5,Yes,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
2400-XIWIO,Q3,Yes,2,71,None,Yes,22.33,Yes,Yes,Cable,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
7569-NMZYQ,Q3,Yes,1,72,None,Yes,41.14,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
5201-USSQZ,Q3,Yes,1,26,None,Yes,42.26,No,Yes,Fiber Optic,2,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No
2105-PHWON,Q3,Yes,1,33,None,Yes,10.34,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes
1494-EJZDW,Q3,Yes,1,10,None,Yes,18.62,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
8003-EWNDZ,Q3,No,0,10,None,Yes,10.46,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
1897-RCFUM,Q3,Yes,1,39,None,Yes,5.88,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
9256-JTBNZ,Q3,No,0,11,None,Yes,48.92,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
2211-RMNHO,Q3,Yes,1,68,None,Yes,25.16,Yes,Yes,Cable,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
2432-TFSMK,Q3,No,0,18,None,Yes,34.78,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes
4929-ROART,Q3,No,0,18,None,Yes,33.8,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,No,Month-to-Month,No
1834-ABKHQ,Q3,Yes,2,52,Offer B,Yes,10.03,No,Yes,Cable,29,No,No,Yes,No,No,No,No,Yes,One Year,Yes
1741-WTPON,Q3,Yes,8,56,Offer B,Yes,40.86,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
3932-IJWDZ,Q3,No,0,45,Offer B,Yes,24.75,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes
1240-HCBOH,Q3,No,0,67,None,Yes,43.3,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
3594-KADLU,Q3,Yes,3,3,Offer E,No,0,No,Yes,Cable,25,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No
3796-ENZGF,Q3,Yes,2,63,None,Yes,48.14,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No
1734-ZMNTZ,Q3,Yes,1,11,None,Yes,15.04,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
2853-CWQFQ,Q3,No,0,1,None,Yes,41.39,No,Yes,Cable,48,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes
0813-TAXXS,Q3,No,0,55,None,Yes,26.3,Yes,Yes,DSL,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes
2519-TWKFS,Q3,Yes,2,25,None,Yes,47.1,Yes,Yes,DSL,25,No,No,No,Yes,No,No,No,Yes,One Year,Yes
0626-QXNGV,Q3,Yes,7,72,None,Yes,37.98,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
6723-CEGQI,Q3,No,0,65,None,No,0,No,Yes,DSL,25,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No
4732-RRJZC,Q3,Yes,9,7,None,Yes,39.98,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
9499-XPZXM,Q3,Yes,7,72,None,Yes,15.23,Yes,Yes,DSL,26,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No
4338-EYCER,Q3,Yes,4,21,None,Yes,17.19,No,Yes,DSL,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No
3007-FDPEA,Q3,No,0,2,None,Yes,13.89,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
8513-OLYGY,Q3,Yes,8,72,None,Yes,27.59,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No
0311-QYWSS,Q3,No,0,6,None,Yes,39.16,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes
8705-DWKTI,Q3,No,0,52,None,Yes,5.92,No,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes
3680-CTHUH,Q3,No,0,60,None,Yes,44.24,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes
1202-KKGFU,Q3,Yes,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No
6112-KTHFQ,Q3,No,0,13,Offer D,Yes,21.36,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes
1852-XEMDW,Q3,No,0,22,Offer D,Yes,43.78,Yes,Yes,DSL,47,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No
1820-DJFPH,Q3,Yes,4,72,None,Yes,48.29,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes
9426-SXNHE,Q3,No,0,2,None,Yes,4.92,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
9068-FHQHD,Q3,Yes,1,40,None,Yes,3.01,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No
1269-FOYWN,Q3,Yes,2,44,None,Yes,36.86,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No
9895-VFOXH,Q3,No,0,1,None,No,0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,No,Month-to-Month,No
1230-QAJDW,Q3,No,0,3,None,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes
5701-ZIKJE,Q3,No,0,13,Offer D,Yes,33.95,No,Yes,DSL,59,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes
5032-MIYKT,Q3,No,0,1,None,Yes,38.81,No,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes
7396-VJUZB,Q3,Yes,8,4,Offer E,Yes,35.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No
9717-QEBGU,Q3,No,0,2,Offer E,Yes,1.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
5172-RKOCB,Q3,No,0,72,None,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes
6509-TSGWN,Q3,Yes,1,37,None,Yes,31.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No
3178-CIFOT,Q3,No,0,23,Offer D,Yes,10.41,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
4530-NDRKU,Q3,Yes,4,42,None,Yes,34.66,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes
5985-TBABQ,Q3,No,0,32,Offer C,Yes,33.45,Yes,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No
9800-ONTFE,Q3,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes
